age,workclass,education,occupation,hours-per-week,income
22.0,Private,HS-grad,Adm-clerical,40,<=50K
21.0,Private,Some-college,Exec-managerial,48,<=50K
27.0,Others,Bachelors,Others,50,<=50K
28.0,Private,Some-college,Adm-clerical,30,<=50K
32.0,Private,Prof-school,Sales,40,<=50K
40.0,Private,Prof-school,Prof-specialty,55,>50K
23.0,Private,Bachelors,Machine-op-inspct,40,<=50K
25.0,Private,Some-college,Machine-op-inspct,40,<=50K
44.0,Self-emp-inc,Some-college,Sales,60,<=50K
43.0,Private,HS-grad,Adm-clerical,25,>50K
31.0,Private,Bachelors,Exec-managerial,55,>50K
33.0,Private,Some-college,Craft-repair,40,<=50K
41.0,Private,HS-grad,Exec-managerial,40,>50K
29.0,Self-emp-not-inc,Masters,Craft-repair,30,<=50K
32.0,Others,Assoc-acdm,Others,40,<=50K
78.0,Private,7th-8th,Handlers-cleaners,15,<=50K
64.0,Self-emp-inc,HS-grad,Exec-managerial,40,>50K
58.0,Private,Bachelors,Exec-managerial,50,>50K
55.0,Others,12th,Others,30,<=50K
20.0,Private,HS-grad,Adm-clerical,40,<=50K
35.0,Private,Some-college,Sales,40,<=50K
27.0,Local-gov,HS-grad,Machine-op-inspct,40,<=50K
37.0,Self-emp-not-inc,HS-grad,Sales,50,>50K
42.0,Private,Assoc-voc,Adm-clerical,40,<=50K
47.0,Local-gov,12th,Adm-clerical,35,<=50K
29.0,Private,HS-grad,Handlers-cleaners,40,<=50K
44.0,Private,Some-college,Exec-managerial,40,<=50K
25.0,Private,HS-grad,Transport-moving,78,<=50K
24.0,State-gov,Bachelors,Adm-clerical,10,<=50K
42.0,State-gov,Bachelors,Adm-clerical,40,<=50K
53.0,Private,Bachelors,Exec-managerial,50,>50K
39.0,Private,Bachelors,Exec-managerial,60,<=50K
72.0,Self-emp-not-inc,HS-grad,Farming-fishing,40,<=50K
43.0,Self-emp-inc,9th,Sales,44,<=50K
25.0,State-gov,Some-college,Protective-serv,40,<=50K
37.0,Private,Assoc-acdm,Prof-specialty,45,>50K
39.0,Private,Doctorate,Prof-specialty,50,>50K
64.0,Self-emp-not-inc,HS-grad,Craft-repair,24,<=50K
29.0,Self-emp-not-inc,HS-grad,Craft-repair,50,>50K
50.0,Private,Bachelors,Exec-managerial,50,>50K
18.0,Private,HS-grad,Sales,20,<=50K
20.0,Private,11th,Handlers-cleaners,32,<=50K
32.0,Private,Some-college,Tech-support,50,<=50K
45.0,Private,Some-college,Adm-clerical,40,<=50K
48.0,Private,HS-grad,Handlers-cleaners,40,<=50K
20.0,Others,Some-college,Others,40,<=50K
23.0,Private,HS-grad,Machine-op-inspct,40,<=50K
34.0,Federal-gov,Bachelors,Protective-serv,48,>50K
43.0,Private,Bachelors,Exec-managerial,40,>50K
44.0,Private,Bachelors,Sales,40,>50K
47.0,Self-emp-not-inc,Some-college,Tech-support,40,>50K
47.0,Private,HS-grad,Craft-repair,40,<=50K
19.0,Private,HS-grad,Sales,40,<=50K
51.0,Private,HS-grad,Adm-clerical,40,<=50K
41.0,Self-emp-inc,HS-grad,Exec-managerial,40,<=50K
37.0,Private,11th,Other-service,40,<=50K
31.0,Private,HS-grad,Craft-repair,40,<=50K
25.0,Private,HS-grad,Other-service,40,<=50K
46.0,Private,Some-college,Tech-support,40,>50K
53.0,Self-emp-inc,HS-grad,Craft-repair,45,>50K
47.0,Local-gov,Doctorate,Prof-specialty,40,<=50K
28.0,Private,HS-grad,Exec-managerial,50,>50K
60.0,Self-emp-not-inc,Some-college,Transport-moving,46,<=50K
43.0,Private,HS-grad,Machine-op-inspct,40,<=50K
45.0,Self-emp-not-inc,HS-grad,Craft-repair,50,>50K
28.0,Private,10th,Handlers-cleaners,40,<=50K
19.0,Private,11th,Handlers-cleaners,30,<=50K
51.0,Self-emp-not-inc,Prof-school,Prof-specialty,70,>50K
19.0,Private,HS-grad,Craft-repair,35,<=50K
64.0,Private,Doctorate,Prof-specialty,60,>50K
44.0,Private,Doctorate,Exec-managerial,60,>50K
21.0,Private,HS-grad,Craft-repair,48,<=50K
33.0,Private,HS-grad,Prof-specialty,40,<=50K
63.0,Private,Bachelors,Protective-serv,40,>50K
44.0,Others,HS-grad,Others,40,<=50K
44.0,Local-gov,Masters,Prof-specialty,35,>50K
28.0,Federal-gov,HS-grad,Exec-managerial,70,<=50K
24.0,Private,Bachelors,Sales,40,<=50K
20.0,Federal-gov,Some-college,Adm-clerical,20,<=50K
21.0,Others,Some-college,Others,24,<=50K
20.0,Private,HS-grad,Handlers-cleaners,40,<=50K
21.0,Private,HS-grad,Handlers-cleaners,40,<=50K
34.0,Federal-gov,Some-college,Machine-op-inspct,52,<=50K
17.0,Private,11th,Sales,15,<=50K
35.0,Private,11th,Other-service,40,<=50K
26.0,Private,HS-grad,Farming-fishing,40,<=50K
35.0,Private,HS-grad,Farming-fishing,70,<=50K
25.0,Private,HS-grad,Machine-op-inspct,40,<=50K
27.0,Self-emp-not-inc,Some-college,Other-service,40,<=50K
52.0,Local-gov,Assoc-voc,Protective-serv,40,>50K
43.0,Self-emp-not-inc,Bachelors,Prof-specialty,50,<=50K
36.0,Private,Masters,Sales,50,>50K
37.0,Private,HS-grad,Machine-op-inspct,40,<=50K
58.0,Private,HS-grad,Adm-clerical,40,<=50K
25.0,Private,Assoc-acdm,Craft-repair,45,<=50K
54.0,Private,Masters,Other-service,40,<=50K
42.0,Others,Some-college,Others,60,<=50K
65.0,Self-emp-inc,Bachelors,Exec-managerial,65,>50K
44.0,Private,HS-grad,Machine-op-inspct,45,<=50K
29.0,Private,HS-grad,Craft-repair,40,<=50K
34.0,Private,Some-college,Craft-repair,40,>50K
24.0,State-gov,Some-college,Other-service,40,<=50K
40.0,Private,Assoc-acdm,Tech-support,42,>50K
42.0,Self-emp-inc,Prof-school,Prof-specialty,60,>50K
50.0,Private,HS-grad,Machine-op-inspct,40,<=50K
18.0,Others,HS-grad,Others,20,<=50K
49.0,Private,HS-grad,Machine-op-inspct,40,<=50K
38.0,Private,HS-grad,Machine-op-inspct,40,<=50K
41.0,Private,HS-grad,Adm-clerical,45,<=50K
70.0,Self-emp-inc,Some-college,Exec-managerial,5,<=50K
51.0,Private,Some-college,Craft-repair,40,>50K
24.0,Private,Bachelors,Prof-specialty,40,<=50K
57.0,Self-emp-not-inc,HS-grad,Craft-repair,48,>50K
22.0,Private,Some-college,Adm-clerical,20,<=50K
31.0,Private,Some-college,Craft-repair,40,>50K
28.0,Private,Some-college,Tech-support,40,<=50K
45.0,Self-emp-not-inc,HS-grad,Exec-managerial,50,<=50K
39.0,Private,HS-grad,Craft-repair,40,>50K
26.0,Private,Some-college,Sales,40,<=50K
38.0,Private,HS-grad,Craft-repair,40,<=50K
38.0,Self-emp-not-inc,Masters,Prof-specialty,60,>50K
19.0,Private,HS-grad,Handlers-cleaners,20,<=50K
36.0,Others,HS-grad,Others,40,>50K
30.0,Private,HS-grad,Machine-op-inspct,44,<=50K
28.0,Private,Masters,Prof-specialty,40,>50K
53.0,Private,9th,Craft-repair,40,<=50K
32.0,Private,Bachelors,Prof-specialty,38,<=50K
57.0,Self-emp-inc,Prof-school,Prof-specialty,60,>50K
47.0,Private,Masters,Prof-specialty,40,<=50K
36.0,Private,Some-college,Craft-repair,56,<=50K
21.0,Private,11th,Sales,38,<=50K
25.0,State-gov,Bachelors,Protective-serv,40,>50K
37.0,Private,HS-grad,Protective-serv,40,<=50K
31.0,Private,HS-grad,Other-service,30,<=50K
43.0,Private,HS-grad,Transport-moving,50,<=50K
61.0,Private,HS-grad,Sales,25,<=50K
56.0,Private,Some-college,Adm-clerical,35,<=50K
35.0,Private,Bachelors,Exec-managerial,40,<=50K
59.0,Private,7th-8th,Other-service,38,<=50K
44.0,Self-emp-not-inc,Some-college,Craft-repair,55,>50K
47.0,Private,Masters,Prof-specialty,40,<=50K
44.0,Private,Bachelors,Prof-specialty,55,>50K
64.0,Private,Some-college,Other-service,40,<=50K
26.0,Private,HS-grad,Craft-repair,45,<=50K
53.0,Private,Bachelors,Exec-managerial,40,>50K
50.0,Private,Bachelors,Craft-repair,40,<=50K
30.0,Others,HS-grad,Others,20,<=50K
46.0,Private,HS-grad,Adm-clerical,44,<=50K
45.0,Self-emp-inc,HS-grad,Sales,50,>50K
44.0,Federal-gov,HS-grad,Adm-clerical,40,<=50K
59.0,Self-emp-inc,Some-college,Exec-managerial,48,>50K
65.0,Self-emp-inc,Doctorate,Exec-managerial,40,>50K
23.0,Private,HS-grad,Machine-op-inspct,40,<=50K
33.0,Private,Some-college,Adm-clerical,38,<=50K
34.0,Private,HS-grad,Sales,35,<=50K
38.0,Private,Assoc-voc,Adm-clerical,40,<=50K
62.0,Private,Bachelors,Exec-managerial,35,>50K
21.0,Private,Some-college,Sales,40,<=50K
41.0,Private,HS-grad,Craft-repair,8,<=50K
35.0,Private,HS-grad,Handlers-cleaners,40,<=50K
62.0,Local-gov,Some-college,Other-service,45,<=50K
53.0,Private,HS-grad,Craft-repair,40,>50K
69.0,State-gov,Some-college,Transport-moving,16,<=50K
19.0,Self-emp-not-inc,Some-college,Sales,16,<=50K
47.0,Private,Bachelors,Exec-managerial,40,>50K
52.0,Self-emp-inc,Some-college,Sales,90,>50K
54.0,Private,HS-grad,Craft-repair,40,<=50K
58.0,Others,HS-grad,Others,10,<=50K
30.0,Private,HS-grad,Transport-moving,73,>50K
39.0,Private,HS-grad,Adm-clerical,25,<=50K
73.0,Private,Bachelors,Prof-specialty,75,<=50K
64.0,Private,Bachelors,Sales,40,<=50K
32.0,Private,HS-grad,Craft-repair,40,<=50K
51.0,Private,HS-grad,Prof-specialty,40,>50K
57.0,Private,Bachelors,Sales,40,<=50K
25.0,Private,HS-grad,Machine-op-inspct,40,<=50K
53.0,Private,HS-grad,Other-service,40,<=50K
39.0,Private,Some-college,Other-service,25,<=50K
49.0,Private,HS-grad,Adm-clerical,16,<=50K
23.0,Local-gov,Bachelors,Prof-specialty,40,<=50K
28.0,Private,Bachelors,Prof-specialty,55,>50K
46.0,Private,Masters,Prof-specialty,50,>50K
40.0,Private,Some-college,Craft-repair,40,<=50K
24.0,Private,HS-grad,Machine-op-inspct,50,<=50K
20.0,Others,HS-grad,Others,40,<=50K
50.0,Private,10th,Other-service,8,<=50K
24.0,Others,Bachelors,Others,40,<=50K
35.0,Private,HS-grad,Exec-managerial,40,<=50K
33.0,Local-gov,Bachelors,Prof-specialty,46,<=50K
54.0,Federal-gov,Bachelors,Exec-managerial,40,<=50K
35.0,Local-gov,HS-grad,Transport-moving,45,<=50K
31.0,Local-gov,HS-grad,Protective-serv,40,>50K
47.0,Self-emp-inc,Some-college,Farming-fishing,40,<=50K
48.0,Private,HS-grad,Sales,20,<=50K
33.0,Local-gov,Assoc-voc,Adm-clerical,55,<=50K
35.0,Private,Bachelors,Exec-managerial,40,>50K
20.0,Others,Some-college,Others,10,<=50K
30.0,Private,Bachelors,Exec-managerial,55,<=50K
39.0,Private,Some-college,Craft-repair,55,>50K
25.0,Private,Some-college,Handlers-cleaners,40,<=50K
40.0,Private,HS-grad,Other-service,35,<=50K
25.0,Self-emp-inc,HS-grad,Exec-managerial,40,<=50K
33.0,Private,HS-grad,Machine-op-inspct,40,<=50K
53.0,Federal-gov,Some-college,Handlers-cleaners,40,<=50K
18.0,Private,11th,Other-service,10,<=50K
41.0,Private,HS-grad,Machine-op-inspct,40,<=50K
25.0,Private,Bachelors,Prof-specialty,50,<=50K
66.0,Self-emp-not-inc,7th-8th,Farming-fishing,50,<=50K
53.0,Private,Some-college,Adm-clerical,40,<=50K
27.0,Private,HS-grad,Craft-repair,40,<=50K
28.0,Private,HS-grad,Sales,40,<=50K
23.0,Private,HS-grad,Handlers-cleaners,40,<=50K
29.0,Self-emp-not-inc,10th,Craft-repair,80,<=50K
26.0,Private,Some-college,Exec-managerial,40,<=50K
26.0,Private,HS-grad,Handlers-cleaners,42,<=50K
26.0,Private,9th,Other-service,35,<=50K
38.0,Private,HS-grad,Craft-repair,40,<=50K
34.0,Private,Some-college,Craft-repair,45,>50K
32.0,Federal-gov,HS-grad,Adm-clerical,40,<=50K
57.0,Self-emp-not-inc,HS-grad,Craft-repair,50,>50K
31.0,Private,Some-college,Adm-clerical,40,<=50K
38.0,Private,Bachelors,Exec-managerial,38,<=50K
39.0,Private,HS-grad,Other-service,40,<=50K
35.0,Private,HS-grad,Craft-repair,40,<=50K
18.0,Private,11th,Other-service,20,<=50K
75.0,Others,Some-college,Others,8,<=50K
28.0,Private,HS-grad,Other-service,40,<=50K
41.0,Self-emp-not-inc,Masters,Exec-managerial,55,<=50K
39.0,Federal-gov,9th,Machine-op-inspct,40,>50K
31.0,Federal-gov,Some-college,Tech-support,40,<=50K
38.0,State-gov,HS-grad,Adm-clerical,38,<=50K
43.0,State-gov,Some-college,Exec-managerial,38,<=50K
27.0,Private,HS-grad,Craft-repair,40,<=50K
42.0,Private,Masters,Prof-specialty,55,>50K
46.0,Private,Bachelors,Prof-specialty,36,<=50K
20.0,Private,HS-grad,Adm-clerical,40,<=50K
42.0,Private,Some-college,Prof-specialty,20,<=50K
69.0,Private,HS-grad,Exec-managerial,40,<=50K
47.0,Federal-gov,Assoc-voc,Adm-clerical,35,<=50K
49.0,State-gov,HS-grad,Craft-repair,40,<=50K
20.0,Private,Some-college,Exec-managerial,30,<=50K
18.0,Private,11th,Other-service,6,<=50K
55.0,Self-emp-not-inc,HS-grad,Farming-fishing,55,<=50K
61.0,Private,7th-8th,Farming-fishing,40,<=50K
61.0,Federal-gov,Some-college,Adm-clerical,40,>50K
39.0,Private,Bachelors,Exec-managerial,45,>50K
30.0,Private,Some-college,Craft-repair,40,<=50K
61.0,Private,HS-grad,Adm-clerical,40,<=50K
36.0,Private,Assoc-acdm,Sales,15,<=50K
34.0,Private,Some-college,Craft-repair,50,<=50K
53.0,Private,Masters,Prof-specialty,40,>50K
38.0,Private,Assoc-voc,Tech-support,36,>50K
46.0,Private,Bachelors,Exec-managerial,50,>50K
27.0,Local-gov,HS-grad,Handlers-cleaners,40,<=50K
32.0,Self-emp-not-inc,11th,Handlers-cleaners,40,<=50K
60.0,Local-gov,Bachelors,Prof-specialty,60,>50K
23.0,Private,Bachelors,Exec-managerial,40,<=50K
29.0,Private,Bachelors,Prof-specialty,50,>50K
22.0,Private,HS-grad,Craft-repair,50,<=50K
25.0,Private,HS-grad,Sales,35,<=50K
29.0,Private,Bachelors,Machine-op-inspct,48,<=50K
78.0,Federal-gov,HS-grad,Craft-repair,30,<=50K
37.0,Local-gov,HS-grad,Adm-clerical,40,<=50K
32.0,Private,HS-grad,Craft-repair,38,<=50K
18.0,Private,HS-grad,Other-service,40,<=50K
35.0,Private,Some-college,Other-service,65,<=50K
50.0,Private,9th,Craft-repair,40,<=50K
54.0,Private,HS-grad,Craft-repair,40,>50K
43.0,Private,Bachelors,Exec-managerial,45,>50K
28.0,Self-emp-inc,HS-grad,Exec-managerial,65,>50K
51.0,Private,9th,Farming-fishing,40,<=50K
31.0,Private,Some-college,Craft-repair,42,<=50K
69.0,Private,HS-grad,Transport-moving,40,<=50K
57.0,Private,Bachelors,Exec-managerial,40,>50K
71.0,Others,Some-college,Others,14,<=50K
28.0,Private,10th,Machine-op-inspct,40,<=50K
28.0,Others,10th,Others,80,<=50K
25.0,Private,HS-grad,Handlers-cleaners,95,<=50K
49.0,Self-emp-not-inc,Assoc-acdm,Craft-repair,30,<=50K
52.0,Private,9th,Handlers-cleaners,40,<=50K
23.0,Private,Bachelors,Prof-specialty,40,<=50K
31.0,Private,Some-college,Sales,50,<=50K
30.0,Private,HS-grad,Craft-repair,50,<=50K
24.0,Private,HS-grad,Craft-repair,60,<=50K
45.0,Private,Assoc-acdm,Craft-repair,66,<=50K
30.0,Private,HS-grad,Machine-op-inspct,40,<=50K
52.0,Private,Bachelors,Exec-managerial,55,>50K
42.0,State-gov,HS-grad,Adm-clerical,25,<=50K
49.0,Private,HS-grad,Farming-fishing,40,<=50K
20.0,Private,HS-grad,Other-service,30,<=50K
25.0,Private,Bachelors,Adm-clerical,40,<=50K
41.0,Private,9th,Other-service,55,<=50K
55.0,Private,HS-grad,Sales,40,<=50K
31.0,Self-emp-not-inc,Assoc-voc,Exec-managerial,50,<=50K
25.0,State-gov,Bachelors,Protective-serv,40,<=50K
32.0,Private,HS-grad,Exec-managerial,40,<=50K
29.0,Federal-gov,Some-college,Adm-clerical,40,<=50K
37.0,Private,HS-grad,Other-service,40,<=50K
52.0,Private,7th-8th,Other-service,40,<=50K
19.0,Private,Some-college,Adm-clerical,15,<=50K
21.0,Others,Some-college,Others,24,<=50K
43.0,Private,Assoc-acdm,Craft-repair,40,<=50K
39.0,State-gov,Some-college,Adm-clerical,40,<=50K
40.0,Self-emp-inc,Some-college,Transport-moving,40,>50K
35.0,Private,Bachelors,Sales,40,<=50K
34.0,Private,Assoc-voc,Tech-support,40,<=50K
35.0,Private,Some-college,Prof-specialty,40,>50K
57.0,Private,Doctorate,Prof-specialty,40,>50K
26.0,Private,Bachelors,Other-service,40,<=50K
55.0,Self-emp-not-inc,Bachelors,Sales,15,<=50K
51.0,Private,Bachelors,Adm-clerical,40,<=50K
35.0,Private,Assoc-acdm,Transport-moving,30,<=50K
31.0,Private,HS-grad,Handlers-cleaners,40,<=50K
17.0,Private,11th,Adm-clerical,8,<=50K
38.0,Private,HS-grad,Machine-op-inspct,40,<=50K
39.0,Federal-gov,Prof-school,Prof-specialty,50,>50K
29.0,Private,HS-grad,Craft-repair,45,<=50K
39.0,Private,Assoc-voc,Sales,40,<=50K
46.0,Local-gov,Masters,Exec-managerial,50,>50K
73.0,Private,7th-8th,Handlers-cleaners,25,<=50K
47.0,Local-gov,Some-college,Prof-specialty,40,<=50K
28.0,Private,HS-grad,Sales,70,<=50K
27.0,Private,10th,Sales,40,<=50K
38.0,Private,Prof-school,Exec-managerial,40,>50K
19.0,Private,HS-grad,Sales,35,<=50K
60.0,Local-gov,Assoc-voc,Prof-specialty,40,>50K
24.0,Private,Some-college,Machine-op-inspct,40,<=50K
52.0,Private,11th,Machine-op-inspct,40,<=50K
36.0,Private,Bachelors,Exec-managerial,45,<=50K
26.0,Local-gov,Masters,Prof-specialty,40,<=50K
28.0,State-gov,Bachelors,Prof-specialty,16,<=50K
38.0,Self-emp-inc,Bachelors,Craft-repair,50,>50K
47.0,Private,Masters,Exec-managerial,50,>50K
50.0,Private,Bachelors,Exec-managerial,40,>50K
27.0,Private,HS-grad,Sales,40,<=50K
47.0,Private,Some-college,Prof-specialty,40,<=50K
36.0,Private,10th,Machine-op-inspct,40,<=50K
49.0,Private,HS-grad,Machine-op-inspct,40,<=50K
68.0,Others,Some-college,Others,48,>50K
63.0,Private,HS-grad,Exec-managerial,40,<=50K
36.0,Private,HS-grad,Transport-moving,70,>50K
42.0,Private,Some-college,Adm-clerical,35,<=50K
28.0,Private,Masters,Exec-managerial,45,<=50K
68.0,Others,HS-grad,Others,8,<=50K
38.0,Private,HS-grad,Adm-clerical,22,<=50K
43.0,Private,Bachelors,Prof-specialty,40,>50K
49.0,Private,Some-college,Prof-specialty,40,>50K
59.0,Private,HS-grad,Machine-op-inspct,40,<=50K
25.0,Private,Bachelors,Sales,40,>50K
26.0,Private,Assoc-acdm,Prof-specialty,36,<=50K
59.0,Private,Some-college,Prof-specialty,48,<=50K
34.0,Private,Some-college,Craft-repair,45,<=50K
34.0,Private,Masters,Prof-specialty,43,>50K
67.0,Private,HS-grad,Other-service,24,<=50K
45.0,Private,Assoc-voc,Exec-managerial,44,<=50K
64.0,Private,7th-8th,Craft-repair,40,<=50K
51.0,Private,Masters,Prof-specialty,38,>50K
31.0,Private,Bachelors,Sales,55,>50K
42.0,Self-emp-inc,Bachelors,Exec-managerial,45,>50K
23.0,Private,Some-college,Adm-clerical,20,<=50K
31.0,Private,Some-college,Craft-repair,45,<=50K
33.0,Private,10th,Machine-op-inspct,40,<=50K
17.0,Local-gov,11th,Craft-repair,35,<=50K
63.0,Private,Masters,Handlers-cleaners,46,<=50K
48.0,Private,HS-grad,Machine-op-inspct,60,>50K
45.0,Local-gov,Assoc-acdm,Handlers-cleaners,40,<=50K
17.0,Private,10th,Handlers-cleaners,10,<=50K
26.0,Local-gov,HS-grad,Craft-repair,40,<=50K
38.0,Federal-gov,Some-college,Tech-support,40,<=50K
29.0,Private,HS-grad,Exec-managerial,40,<=50K
44.0,Private,Some-college,Adm-clerical,32,<=50K
43.0,Federal-gov,Masters,Craft-repair,40,<=50K
39.0,State-gov,Bachelors,Exec-managerial,40,<=50K
43.0,Private,HS-grad,Other-service,40,<=50K
23.0,Private,HS-grad,Adm-clerical,45,<=50K
19.0,Private,HS-grad,Other-service,40,<=50K
49.0,Self-emp-not-inc,9th,Craft-repair,40,<=50K
52.0,Private,Some-college,Craft-repair,40,<=50K
32.0,Private,HS-grad,Transport-moving,50,<=50K
38.0,Private,Bachelors,Transport-moving,40,<=50K
44.0,Private,Some-college,Handlers-cleaners,40,<=50K
63.0,Private,7th-8th,Sales,40,<=50K
42.0,Local-gov,HS-grad,Other-service,60,<=50K
21.0,Private,Some-college,Sales,40,<=50K
32.0,Private,Some-college,Craft-repair,40,<=50K
24.0,Self-emp-not-inc,HS-grad,Other-service,50,<=50K
50.0,State-gov,HS-grad,Transport-moving,40,<=50K
26.0,Self-emp-inc,Bachelors,Sales,80,>50K
35.0,Private,HS-grad,Exec-managerial,35,<=50K
31.0,Private,Bachelors,Craft-repair,44,>50K
40.0,Private,HS-grad,Craft-repair,56,<=50K
31.0,Private,Bachelors,Exec-managerial,55,<=50K
43.0,Private,HS-grad,Handlers-cleaners,40,<=50K
44.0,Private,HS-grad,Sales,35,>50K
40.0,Private,Bachelors,Prof-specialty,40,<=50K
52.0,Local-gov,Some-college,Protective-serv,42,<=50K
39.0,State-gov,Bachelors,Prof-specialty,40,<=50K
40.0,Private,Assoc-acdm,Sales,50,>50K
40.0,Self-emp-not-inc,Some-college,Machine-op-inspct,35,<=50K
33.0,Private,HS-grad,Craft-repair,40,<=50K
38.0,Local-gov,Some-college,Protective-serv,60,>50K
29.0,Private,Assoc-voc,Handlers-cleaners,50,<=50K
37.0,Private,Some-college,Adm-clerical,37,<=50K
37.0,Private,HS-grad,Craft-repair,45,>50K
19.0,Private,HS-grad,Machine-op-inspct,40,<=50K
46.0,Local-gov,HS-grad,Machine-op-inspct,40,<=50K
46.0,Private,Assoc-acdm,Exec-managerial,40,>50K
37.0,Private,Some-college,Protective-serv,30,<=50K
34.0,Private,Some-college,Adm-clerical,40,<=50K
38.0,Private,Some-college,Adm-clerical,43,<=50K
26.0,Private,HS-grad,Craft-repair,40,<=50K
34.0,Private,Bachelors,Other-service,35,<=50K
57.0,Private,Bachelors,Prof-specialty,40,<=50K
33.0,Private,11th,Craft-repair,65,<=50K
26.0,Local-gov,Some-college,Protective-serv,40,<=50K
20.0,Private,HS-grad,Sales,84,<=50K
38.0,Private,Bachelors,Prof-specialty,60,>50K
61.0,Private,Some-college,Other-service,6,<=50K
36.0,Self-emp-not-inc,Doctorate,Prof-specialty,45,>50K
61.0,Others,HS-grad,Others,40,>50K
17.0,Private,Some-college,Craft-repair,16,<=50K
40.0,Private,Some-college,Machine-op-inspct,40,>50K
18.0,Private,11th,Other-service,16,<=50K
21.0,Private,Assoc-acdm,Sales,32,<=50K
41.0,Private,HS-grad,Other-service,40,<=50K
46.0,Private,11th,Machine-op-inspct,40,<=50K
55.0,Federal-gov,HS-grad,Exec-managerial,40,<=50K
27.0,Private,Assoc-acdm,Sales,52,<=50K
39.0,Private,HS-grad,Other-service,42,<=50K
36.0,Private,HS-grad,Transport-moving,48,<=50K
51.0,Private,Some-college,Transport-moving,40,<=50K
27.0,Private,Bachelors,Sales,40,<=50K
30.0,Local-gov,Bachelors,Prof-specialty,40,>50K
42.0,Private,HS-grad,Sales,47,<=50K
23.0,Private,Bachelors,Other-service,20,<=50K
56.0,Private,Assoc-voc,Exec-managerial,40,>50K
41.0,Self-emp-not-inc,Some-college,Craft-repair,50,<=50K
49.0,Private,HS-grad,Craft-repair,46,<=50K
46.0,Federal-gov,Assoc-voc,Craft-repair,60,<=50K
54.0,Private,HS-grad,Craft-repair,40,<=50K
38.0,Private,Some-college,Transport-moving,43,>50K
45.0,Self-emp-not-inc,Prof-school,Prof-specialty,50,>50K
50.0,Self-emp-not-inc,Prof-school,Prof-specialty,30,>50K
22.0,Private,Some-college,Sales,40,<=50K
31.0,Private,HS-grad,Farming-fishing,40,<=50K
27.0,Private,HS-grad,Other-service,30,<=50K
34.0,Private,HS-grad,Craft-repair,40,<=50K
46.0,Private,11th,Transport-moving,30,<=50K
